ORDER_ID,ORDER_DATE,CITY,VEHICLE_TYPE,DISTANCE_KM,DELIVERY_TIME_MIN,IS_ONTIME,DRIVER_RATING
ORD2293,2025-03-15,Delhi,Truck,58.6,112,No,4.3
ORD2294,2025-03-27,Hyderabad,Bike,31.1,16,No,3.2
ORD2295,2025-03-30,Delhi,Truck,19.2,49,No,3.4
ORD2296,2025-03-03,Pune,Scooter,44.8,30,No,3.9
ORD2297,2025-03-06,Delhi,Bike,8.7,58,No,4.0
ORD2298,2025-03-26,Bengaluru,Bike,48.7,100,Yes,3.7
ORD2299,2025-03-08,Chennai,Van,16.1,75,No,3.5
ORD2300,2025-03-16,Mumbai,Bike,10.2,46,No,4.7
ORD2301,2025-03-15,Pune,Scooter,12.5,14,Yes,4.0
ORD2302,2025-03-04,Pune,Scooter,35.8,39,Yes,3.8
ORD2303,2025-03-21,Delhi,Bike,53.0,97,Yes,3.5
ORD2304,2025-03-08,Mumbai,Bike,28.5,107,No,4.4
ORD2305,2025-03-23,Mumbai,Van,29.4,105,No,4.2
ORD2306,2025-03-08,Chennai,Bike,18.2,92,No,3.3
ORD2307,2025-03-20,Hyderabad,Truck,20.0,29,No,3.6
ORD2308,2025-03-07,Delhi,Scooter,59.6,13,Yes,4.9
ORD2309,2025-03-26,Bengaluru,Scooter,18.1,59,Yes,4.5
ORD2310,2025-03-20,Bengaluru,Van,56.4,77,No,4.0
ORD2311,2025-03-30,Pune,Van,20.7,22,Yes,4.6
ORD2312,2025-03-24,Pune,Van,44.0,51,No,3.4
ORD2313,2025-03-18,Bengaluru,Van,17.0,85,Yes,4.8
ORD2314,2025-03-12,Mumbai,Bike,18.1,42,Yes,4.1
ORD2315,2025-03-04,Hyderabad,Truck,55.7,61,Yes,4.8
ORD2316,2025-03-14,Hyderabad,Truck,48.3,31,Yes,3.0
ORD2317,2025-03-27,Chennai,Scooter,52.8,106,No,3.2
ORD2318,2025-03-24,Mumbai,Truck,38.3,18,Yes,3.3
ORD2319,2025-03-25,Pune,Van,25.9,105,Yes,4.5
ORD2320,2025-03-28,Hyderabad,Bike,50.2,102,No,3.8
ORD2321,2025-03-29,Bengaluru,Truck,5.6,74,No,3.9
ORD2322,2025-03-25,Bengaluru,Van,3.9,14,No,4.2
ORD2323,2025-03-05,Bengaluru,Van,42.2,37,No,4.8
ORD2324,2025-03-22,Hyderabad,Scooter,7.3,56,Yes,4.1
ORD2325,2025-03-20,Bengaluru,Truck,3.8,21,No,3.1
ORD2326,2025-03-23,Hyderabad,Truck,50.5,99,Yes,4.2
ORD2327,2025-03-26,Hyderabad,Bike,16.8,93,No,4.5
ORD2328,2025-03-30,Delhi,Truck,37.7,18,Yes,4.8
ORD2329,2025-03-07,Bengaluru,Van,59.8,114,No,3.1
ORD2330,2025-03-12,Hyderabad,Scooter,17.2,13,No,4.4
ORD2331,2025-03-15,Hyderabad,Truck,54.1,94,No,3.3
ORD2332,2025-03-19,Bengaluru,Van,26.3,19,No,3.4
ORD2333,2025-03-26,Bengaluru,Bike,46.2,96,No,4.2
ORD2334,2025-03-13,Bengaluru,Van,54.5,45,Yes,3.4
ORD2335,2025-03-04,Chennai,Truck,10.6,15,No,3.4
ORD2336,2025-03-06,Bengaluru,Van,54.5,95,Yes,3.6
ORD2337,2025-03-08,Delhi,Van,26.3,106,No,3.1
ORD2338,2025-03-30,Mumbai,Bike,50.9,70,No,3.1
ORD2339,2025-03-15,Hyderabad,Van,22.8,29,Yes,3.4
ORD2340,2025-03-12,Bengaluru,Truck,52.3,100,Yes,4.0
ORD2341,2025-03-10,Chennai,Van,42.2,30,No,4.7
ORD2342,2025-03-12,Hyderabad,Van,52.9,56,No,4.9
ORD2343,2025-03-17,Hyderabad,Scooter,11.6,94,Yes,4.3
ORD2344,2025-03-29,Delhi,Bike,58.1,73,No,3.7
ORD2345,2025-03-28,Pune,Truck,14.3,25,Yes,3.5
ORD2346,2025-03-08,Chennai,Bike,15.3,98,Yes,3.6
ORD2347,2025-03-28,Hyderabad,Truck,15.1,31,Yes,3.9
ORD2348,2025-03-02,Delhi,Bike,28.2,94,No,4.1
ORD2349,2025-03-19,Chennai,Bike,53.8,112,No,4.1
ORD2350,2025-03-22,Pune,Scooter,22.2,87,Yes,3.2
ORD2351,2025-03-29,Pune,Van,12.3,88,No,3.7
ORD2352,2025-03-01,Chennai,Van,4.5,93,No,3.9
ORD2353,2025-03-22,Bengaluru,Scooter,53.6,17,Yes,4.0
ORD2354,2025-03-25,Chennai,Scooter,50.5,35,No,3.4
ORD2355,2025-03-10,Delhi,Van,12.1,80,No,4.6
ORD2356,2025-03-09,Chennai,Scooter,42.4,50,No,4.5
ORD2357,2025-03-19,Chennai,Scooter,12.9,91,No,4.4
ORD2358,2025-03-12,Pune,Van,10.1,57,No,3.9
ORD2359,2025-03-29,Chennai,Van,53.4,65,No,3.8
ORD2360,2025-03-22,Pune,Van,40.1,89,Yes,4.7
ORD2361,2025-03-20,Pune,Van,56.6,37,No,3.3
ORD2362,2025-03-18,Bengaluru,Scooter,10.0,91,Yes,4.6
ORD2363,2025-03-24,Hyderabad,Van,55.5,79,No,4.0
ORD2364,2025-03-16,Chennai,Van,52.8,18,No,4.6
ORD2365,2025-03-04,Mumbai,Scooter,19.8,90,Yes,3.1
ORD2366,2025-03-11,Pune,Van,41.3,92,Yes,3.9
ORD2367,2025-03-25,Pune,Truck,43.9,49,No,4.3
ORD2368,2025-03-22,Hyderabad,Van,47.2,77,No,4.9
ORD2369,2025-03-29,Mumbai,Truck,57.3,18,No,3.5
ORD2370,2025-03-27,Pune,Truck,22.6,24,Yes,3.6
ORD2371,2025-03-22,Chennai,Bike,48.8,76,Yes,4.5
ORD2372,2025-03-15,Bengaluru,Truck,35.7,98,Yes,3.6
ORD2373,2025-03-16,Delhi,Truck,51.1,55,Yes,4.5
ORD2374,2025-03-02,Pune,Bike,29.1,72,Yes,4.6
ORD2375,2025-03-13,Pune,Truck,19.4,81,No,4.0
ORD2376,2025-03-12,Pune,Bike,57.9,21,Yes,4.2
ORD2377,2025-03-26,Hyderabad,Truck,11.3,110,No,4.4
ORD2378,2025-03-08,Chennai,Van,4.2,95,No,3.9
ORD2379,2025-03-12,Mumbai,Truck,53.3,48,Yes,4.5
ORD2380,2025-03-27,Chennai,Truck,7.9,114,No,3.1
ORD2381,2025-03-14,Delhi,Bike,47.1,14,Yes,4.1
ORD2382,2025-03-03,Chennai,Truck,12.8,50,No,4.9
ORD2383,2025-03-02,Mumbai,Bike,33.1,119,No,4.1
ORD2384,2025-03-17,Mumbai,Bike,21.9,112,No,4.3
ORD2385,2025-03-02,Chennai,Scooter,7.3,62,No,4.1
ORD2386,2025-03-17,Chennai,Scooter,52.2,49,Yes,4.0
ORD2387,2025-03-02,Hyderabad,Bike,19.4,45,Yes,3.2
ORD2388,2025-03-02,Bengaluru,Truck,31.1,28,No,4.9
ORD2389,2025-03-13,Pune,Scooter,25.1,109,Yes,4.0
ORD2390,2025-03-07,Delhi,Van,21.1,54,Yes,3.9
ORD2391,2025-03-09,Bengaluru,Scooter,15.3,60,No,3.8
ORD2392,2025-03-09,Chennai,Bike,8.9,104,Yes,4.1
ORD2393,2025-03-14,Bengaluru,Bike,7.3,96,Yes,3.2
ORD2394,2025-03-11,Pune,Truck,55.2,41,No,3.0
ORD2395,2025-03-20,Delhi,Scooter,16.9,33,Yes,4.3
ORD2396,2025-03-19,Bengaluru,Bike,8.2,14,Yes,3.4
ORD2397,2025-03-01,Delhi,Scooter,2.6,26,No,4.4
ORD2398,2025-03-24,Mumbai,Scooter,14.8,30,Yes,3.1
ORD2399,2025-03-05,Mumbai,Scooter,45.1,14,No,4.6
ORD2400,2025-03-23,Chennai,Van,24.9,119,No,4.4
ORD2401,2025-03-01,Bengaluru,Truck,56.9,88,No,3.0
ORD2402,2025-03-06,Pune,Bike,31.0,10,No,3.9
ORD2403,2025-03-16,Pune,Van,47.3,32,Yes,4.8
ORD2404,2025-03-20,Mumbai,Truck,53.7,63,Yes,4.9
ORD2405,2025-03-16,Pune,Van,2.9,40,No,3.9
ORD2406,2025-03-20,Bengaluru,Truck,13.7,77,Yes,4.8
ORD2407,2025-03-26,Pune,Scooter,43.6,84,No,3.6
ORD2408,2025-03-13,Mumbai,Bike,54.1,58,No,4.7
ORD2409,2025-03-14,Chennai,Bike,4.5,95,No,3.3
ORD2410,2025-03-11,Mumbai,Van,17.6,108,Yes,4.8
ORD2411,2025-03-21,Mumbai,Truck,45.8,26,No,4.5
ORD2412,2025-03-10,Delhi,Scooter,28.1,65,Yes,4.3
ORD2413,2025-03-17,Chennai,Truck,6.8,21,No,4.5
ORD2414,2025-03-07,Hyderabad,Scooter,24.8,116,Yes,3.1
ORD2415,2025-03-22,Bengaluru,Van,32.9,18,Yes,3.9
ORD2416,2025-03-04,Hyderabad,Truck,34.3,72,Yes,4.2
ORD2417,2025-03-17,Pune,Van,23.8,97,Yes,5.0
ORD2418,2025-03-01,Hyderabad,Van,25.2,19,Yes,3.6
ORD2419,2025-03-02,Delhi,Van,46.0,105,Yes,3.3
ORD2420,2025-03-19,Hyderabad,Truck,6.7,92,Yes,3.1
ORD2421,2025-03-01,Mumbai,Truck,57.6,81,Yes,3.7
ORD2422,2025-03-12,Delhi,Scooter,57.0,50,Yes,4.5
ORD2423,2025-03-28,Delhi,Van,11.9,14,No,4.0
ORD2424,2025-03-19,Pune,Truck,34.3,115,Yes,4.2
ORD2425,2025-03-19,Delhi,Truck,31.2,78,No,4.5
ORD2426,2025-03-26,Chennai,Scooter,11.4,13,Yes,3.3
ORD2427,2025-03-23,Hyderabad,Van,16.4,15,Yes,3.6
ORD2428,2025-03-16,Delhi,Scooter,25.9,53,No,4.2
ORD2429,2025-03-16,Pune,Bike,35.5,98,No,4.4
ORD2430,2025-03-29,Mumbai,Van,41.1,94,No,4.4
ORD2431,2025-03-08,Mumbai,Van,42.9,100,No,3.1
ORD2432,2025-03-28,Delhi,Van,5.1,30,Yes,4.0
ORD2433,2025-03-25,Chennai,Scooter,16.6,91,No,4.8
ORD2434,2025-03-26,Bengaluru,Van,19.9,79,Yes,4.3
ORD2435,2025-03-27,Delhi,Bike,37.1,81,No,4.9
ORD2436,2025-03-25,Bengaluru,Scooter,16.9,14,No,4.6
ORD2437,2025-03-13,Pune,Van,4.4,110,Yes,4.8
ORD2438,2025-03-14,Chennai,Bike,49.0,44,Yes,3.0
ORD2439,2025-03-19,Delhi,Bike,51.9,111,Yes,3.6
ORD2440,2025-03-15,Delhi,Bike,11.7,110,Yes,3.5
ORD2441,2025-03-15,Mumbai,Bike,13.2,11,Yes,3.6
ORD2442,2025-03-21,Delhi,Bike,4.4,11,No,4.9
ORD2443,2025-03-08,Delhi,Truck,45.7,49,Yes,4.4
ORD2444,2025-03-24,Delhi,Bike,24.1,62,No,4.4
ORD2445,2025-03-13,Pune,Bike,37.2,92,Yes,4.3
ORD2446,2025-03-12,Mumbai,Truck,32.0,94,Yes,3.4
ORD2447,2025-03-22,Bengaluru,Van,42.3,96,Yes,3.9
ORD2448,2025-03-28,Mumbai,Truck,50.6,39,No,4.0
ORD2449,2025-03-13,Mumbai,Truck,54.0,84,Yes,3.7
ORD2450,2025-03-16,Delhi,Truck,7.3,29,Yes,4.7
ORD2451,2025-03-30,Delhi,Truck,51.0,49,No,4.8
ORD2452,2025-03-24,Pune,Truck,46.2,78,Yes,4.9
ORD2453,2025-03-12,Hyderabad,Van,52.8,50,Yes,4.5
ORD2454,2025-03-14,Pune,Truck,55.5,72,No,4.7
ORD2455,2025-03-30,Pune,Scooter,58.8,98,Yes,4.1
ORD2456,2025-03-15,Hyderabad,Truck,7.0,26,No,3.4
ORD2457,2025-03-19,Chennai,Truck,23.1,116,No,3.5
ORD2458,2025-03-05,Hyderabad,Van,43.1,85,Yes,4.8
ORD2459,2025-03-29,Delhi,Truck,17.6,26,No,5.0
ORD2460,2025-03-02,Chennai,Truck,55.1,36,Yes,4.2
ORD2461,2025-03-18,Bengaluru,Scooter,18.6,44,No,4.4
ORD2462,2025-03-18,Pune,Scooter,16.1,111,Yes,3.3
ORD2463,2025-03-24,Hyderabad,Truck,56.2,104,Yes,3.2
ORD2464,2025-03-26,Pune,Scooter,18.6,34,No,3.9
ORD2465,2025-03-17,Hyderabad,Bike,18.6,27,No,3.8
ORD2466,2025-03-10,Delhi,Bike,21.7,31,Yes,4.3
ORD2467,2025-03-27,Delhi,Bike,58.4,42,No,4.9
ORD2468,2025-03-17,Mumbai,Van,9.8,93,No,3.6
ORD2469,2025-03-03,Mumbai,Scooter,30.1,11,Yes,3.7
ORD2470,2025-03-16,Hyderabad,Van,20.3,28,Yes,4.4
ORD2471,2025-03-18,Hyderabad,Bike,9.9,119,Yes,4.5
ORD2472,2025-03-21,Chennai,Van,25.5,71,No,3.8
ORD2473,2025-03-07,Pune,Scooter,39.2,62,Yes,3.3
ORD2474,2025-03-01,Hyderabad,Scooter,28.7,76,Yes,4.9
ORD2475,2025-03-07,Delhi,Truck,19.7,54,No,4.4
ORD2476,2025-03-13,Delhi,Bike,53.4,13,Yes,3.8
ORD2477,2025-03-23,Chennai,Truck,19.9,26,No,3.7
ORD2478,2025-03-16,Bengaluru,Truck,3.1,51,No,4.7
ORD2479,2025-03-11,Bengaluru,Truck,34.6,65,No,4.0
ORD2480,2025-03-03,Delhi,Bike,7.2,110,No,3.8
ORD2481,2025-03-09,Mumbai,Scooter,49.5,29,No,4.3
ORD2482,2025-03-07,Pune,Bike,28.2,55,No,4.9
ORD2483,2025-03-23,Pune,Bike,6.4,37,No,4.1
ORD2484,2025-03-22,Bengaluru,Truck,29.5,33,No,4.7
ORD2485,2025-03-03,Mumbai,Bike,27.1,102,Yes,4.5
ORD2486,2025-03-22,Delhi,Scooter,26.4,101,Yes,4.3
ORD2487,2025-03-01,Delhi,Bike,40.7,63,Yes,4.8
ORD2488,2025-03-11,Mumbai,Scooter,54.5,22,Yes,4.6
ORD2489,2025-03-13,Delhi,Truck,41.3,65,No,3.3
ORD2490,2025-03-04,Hyderabad,Truck,15.2,93,No,3.5
ORD2491,2025-03-10,Delhi,Van,11.9,15,No,4.0
ORD2492,2025-03-26,Hyderabad,Truck,13.6,41,No,3.9
ORD2493,2025-03-08,Chennai,Scooter,31.9,22,Yes,3.5
ORD2494,2025-03-28,Mumbai,Scooter,26.4,11,No,3.6
ORD2495,2025-03-28,Bengaluru,Van,10.2,91,No,4.2
ORD2496,2025-03-17,Chennai,Bike,29.0,68,Yes,4.7
ORD2497,2025-03-11,Pune,Scooter,2.2,25,No,5.0
ORD2498,2025-03-05,Mumbai,Van,38.2,104,No,4.7
ORD2499,2025-03-18,Bengaluru,Truck,27.8,43,No,3.2
ORD2500,2025-03-04,Hyderabad,Van,59.1,46,Yes,4.6
ORD2501,2025-03-06,Bengaluru,Scooter,11.3,20,Yes,4.9
ORD2502,2025-03-24,Hyderabad,Van,27.6,33,No,3.9
ORD2503,2025-03-30,Delhi,Truck,3.1,94,No,3.3
ORD2504,2025-03-07,Delhi,Van,11.9,92,No,3.2
ORD2505,2025-03-28,Hyderabad,Bike,58.0,99,No,4.1
ORD2506,2025-03-12,Chennai,Van,59.0,64,Yes,4.1
ORD2507,2025-03-03,Bengaluru,Bike,3.0,35,No,4.3
ORD2508,2025-03-30,Hyderabad,Scooter,48.9,47,Yes,4.1
ORD2509,2025-03-29,Chennai,Bike,27.2,70,No,4.2
ORD2510,2025-03-08,Bengaluru,Truck,48.7,25,No,3.8
ORD2511,2025-03-20,Chennai,Truck,29.9,86,No,3.8
ORD2512,2025-03-21,Hyderabad,Van,55.9,37,No,4.8
ORD2513,2025-03-10,Bengaluru,Van,11.4,111,No,3.0
ORD2514,2025-03-24,Bengaluru,Scooter,16.2,78,No,4.4
ORD2515,2025-03-01,Chennai,Scooter,18.0,116,Yes,3.2
ORD2516,2025-03-17,Pune,Truck,54.9,27,No,4.8
ORD2517,2025-03-18,Delhi,Scooter,21.1,115,Yes,3.3
ORD2518,2025-03-09,Bengaluru,Truck,57.3,51,Yes,3.7
ORD2519,2025-03-20,Pune,Scooter,38.6,89,No,3.2
ORD2520,2025-03-22,Chennai,Van,52.2,54,Yes,3.9
ORD2521,2025-03-27,Delhi,Bike,51.2,104,Yes,4.2
ORD2522,2025-03-16,Pune,Scooter,10.3,60,No,3.3
ORD2523,2025-03-17,Mumbai,Scooter,15.8,104,Yes,3.2
ORD2524,2025-03-18,Chennai,Van,57.0,54,Yes,3.9
ORD2525,2025-03-11,Bengaluru,Truck,8.5,22,Yes,4.9
ORD2526,2025-03-18,Mumbai,Truck,44.8,89,No,4.0
ORD2527,2025-03-04,Hyderabad,Truck,54.0,91,Yes,4.4
ORD2528,2025-03-08,Mumbai,Scooter,32.6,99,Yes,3.4
ORD2529,2025-03-10,Mumbai,Van,23.2,103,Yes,3.1
ORD2530,2025-03-30,Mumbai,Bike,24.8,75,Yes,3.3
ORD2531,2025-03-04,Delhi,Van,16.4,115,Yes,4.7
ORD2532,2025-03-08,Pune,Truck,57.9,40,No,3.1
ORD2533,2025-03-17,Pune,Bike,27.0,66,Yes,4.3
ORD2534,2025-03-03,Delhi,Truck,3.8,115,No,4.2
ORD2535,2025-03-05,Delhi,Scooter,10.0,64,No,3.2
ORD2536,2025-03-30,Mumbai,Scooter,9.9,83,No,3.4
ORD2537,2025-03-27,Bengaluru,Van,15.3,25,No,3.6
ORD2538,2025-03-05,Pune,Truck,11.9,54,Yes,4.8
ORD2539,2025-03-07,Bengaluru,Van,23.6,82,No,3.9
ORD2540,2025-03-01,Mumbai,Van,16.0,49,Yes,3.2
ORD2541,2025-03-18,Mumbai,Van,46.1,71,No,3.8
ORD2542,2025-03-24,Bengaluru,Van,54.0,23,No,3.6
ORD2543,2025-03-23,Chennai,Bike,14.0,15,No,3.4
ORD2544,2025-03-22,Hyderabad,Scooter,40.2,109,No,4.9
ORD2545,2025-03-06,Mumbai,Bike,36.2,44,Yes,4.3
ORD2546,2025-03-24,Pune,Van,37.6,51,Yes,3.9
ORD2547,2025-03-28,Mumbai,Bike,4.1,105,Yes,5.0
ORD2548,2025-03-20,Delhi,Bike,14.7,71,No,3.0
ORD2549,2025-03-15,Delhi,Scooter,19.0,119,Yes,4.1
ORD2550,2025-03-28,Mumbai,Truck,7.1,47,Yes,3.3
ORD2551,2025-03-23,Chennai,Scooter,57.7,95,Yes,4.0
ORD2552,2025-03-09,Chennai,Scooter,45.9,82,No,3.6
ORD2553,2025-03-25,Pune,Bike,11.0,31,Yes,4.2
ORD2554,2025-03-30,Pune,Scooter,8.7,20,No,4.8
ORD2555,2025-03-29,Delhi,Bike,48.5,111,No,4.9
ORD2556,2025-03-03,Hyderabad,Van,32.5,63,No,4.2
ORD2557,2025-03-27,Mumbai,Truck,6.6,77,No,4.2
ORD2558,2025-03-18,Chennai,Truck,17.9,96,No,4.9
ORD2559,2025-03-29,Chennai,Scooter,9.3,29,Yes,4.4
ORD2560,2025-03-16,Pune,Bike,32.5,25,Yes,4.4
ORD2561,2025-03-17,Mumbai,Scooter,32.7,34,Yes,3.8
ORD2562,2025-03-09,Pune,Scooter,59.4,88,Yes,3.8
ORD2563,2025-03-28,Hyderabad,Scooter,6.2,106,No,3.5
ORD2564,2025-03-24,Delhi,Scooter,57.1,49,No,4.8
ORD2565,2025-03-13,Mumbai,Scooter,36.7,39,Yes,3.5
ORD2566,2025-03-08,Hyderabad,Scooter,10.6,62,Yes,3.7
ORD2567,2025-03-13,Bengaluru,Bike,29.9,89,Yes,4.0
ORD2568,2025-03-01,Bengaluru,Scooter,9.9,99,No,4.1
ORD2569,2025-03-21,Hyderabad,Bike,51.8,14,Yes,4.8
ORD2570,2025-03-12,Pune,Van,42.1,63,Yes,3.6
ORD2571,2025-03-12,Delhi,Scooter,55.1,68,Yes,4.0
ORD2572,2025-03-30,Mumbai,Bike,56.7,83,Yes,4.5
ORD2573,2025-03-09,Chennai,Bike,9.9,115,No,3.8
ORD2574,2025-03-01,Mumbai,Bike,46.5,95,No,4.0
ORD2575,2025-03-21,Delhi,Scooter,18.1,110,Yes,4.1
ORD2576,2025-03-14,Bengaluru,Scooter,59.4,18,No,3.3
ORD2577,2025-03-29,Pune,Truck,14.3,115,Yes,4.2
ORD2578,2025-03-14,Mumbai,Bike,23.1,49,Yes,4.1
ORD2579,2025-03-06,Pune,Bike,19.0,48,Yes,4.3
ORD2580,2025-03-16,Hyderabad,Van,42.5,53,No,4.6
ORD2581,2025-03-30,Mumbai,Truck,20.2,112,No,4.0
ORD2582,2025-03-08,Pune,Scooter,15.1,98,Yes,3.0
ORD2583,2025-03-19,Mumbai,Truck,10.1,98,Yes,3.3
ORD2584,2025-03-05,Bengaluru,Truck,9.6,20,No,3.6
ORD2585,2025-03-15,Bengaluru,Scooter,57.8,62,No,4.4
ORD2586,2025-03-13,Chennai,Scooter,54.5,70,No,4.9
ORD2587,2025-03-26,Bengaluru,Truck,40.9,29,No,4.2
ORD2588,2025-03-24,Bengaluru,Van,52.9,115,No,4.5
ORD2589,2025-03-06,Mumbai,Scooter,59.2,23,Yes,4.9
ORD2590,2025-03-17,Bengaluru,Bike,22.9,85,No,3.9
ORD2591,2025-03-05,Mumbai,Van,47.2,30,No,3.1
ORD2592,2025-03-10,Mumbai,Scooter,36.6,98,Yes,4.7
ORD2593,2025-03-05,Hyderabad,Truck,8.6,26,Yes,4.6
ORD2594,2025-03-17,Mumbai,Bike,20.4,114,No,4.7
ORD2595,2025-03-19,Chennai,Bike,3.3,47,Yes,4.3
ORD2596,2025-03-06,Mumbai,Bike,58.2,75,Yes,4.2
ORD2597,2025-03-22,Mumbai,Bike,23.0,101,No,3.1
ORD2598,2025-03-15,Delhi,Bike,41.6,93,Yes,3.8
ORD2599,2025-03-04,Chennai,Van,57.8,22,No,3.5
ORD2600,2025-03-17,Delhi,Van,59.1,77,No,4.3
ORD2601,2025-03-01,Hyderabad,Bike,28.4,67,No,4.2
ORD2602,2025-03-18,Mumbai,Van,4.5,59,Yes,3.7
ORD2603,2025-03-26,Chennai,Bike,57.8,96,Yes,4.9
ORD2604,2025-03-10,Chennai,Scooter,4.6,87,No,4.7
ORD2605,2025-03-19,Hyderabad,Bike,47.7,39,Yes,4.0
ORD2606,2025-03-02,Bengaluru,Truck,2.6,47,No,4.9
ORD2607,2025-03-17,Chennai,Bike,48.9,59,Yes,3.3
ORD2608,2025-03-18,Bengaluru,Bike,21.3,102,No,3.9
ORD2609,2025-03-13,Hyderabad,Van,31.0,68,No,4.6
ORD2610,2025-03-07,Pune,Scooter,4.1,119,No,3.3
ORD2611,2025-03-29,Pune,Bike,6.4,37,Yes,4.3
ORD2612,2025-03-20,Bengaluru,Bike,16.3,13,Yes,4.8
ORD2613,2025-03-05,Pune,Van,31.7,41,Yes,4.1
ORD2614,2025-03-04,Hyderabad,Truck,52.3,112,No,3.2
ORD2615,2025-03-07,Mumbai,Truck,4.2,82,No,3.9
ORD2616,2025-03-05,Mumbai,Truck,54.1,79,Yes,4.0
ORD2617,2025-03-19,Mumbai,Truck,11.9,89,No,4.2
ORD2618,2025-03-20,Delhi,Scooter,20.3,101,Yes,3.0
ORD2619,2025-03-07,Chennai,Truck,42.0,112,No,3.2
ORD2620,2025-03-13,Hyderabad,Scooter,55.8,119,No,3.2
ORD2621,2025-03-04,Bengaluru,Bike,15.6,106,No,3.0
ORD2622,2025-03-15,Hyderabad,Van,25.3,107,No,3.9
ORD2623,2025-03-30,Delhi,Van,18.2,34,Yes,4.6
ORD2624,2025-03-20,Bengaluru,Truck,40.5,106,No,3.2
ORD2625,2025-03-29,Delhi,Van,48.3,64,No,4.5
ORD2626,2025-03-25,Bengaluru,Van,35.0,92,Yes,3.4
ORD2627,2025-03-18,Chennai,Truck,16.0,114,Yes,3.5
ORD2628,2025-03-04,Mumbai,Scooter,12.0,30,No,4.4
ORD2629,2025-03-30,Mumbai,Scooter,8.8,62,Yes,4.7
ORD2630,2025-03-28,Chennai,Bike,49.3,34,No,3.1
ORD2631,2025-03-04,Pune,Scooter,6.0,12,No,3.4
ORD2632,2025-03-02,Chennai,Scooter,55.1,44,Yes,3.3
ORD2633,2025-03-22,Pune,Truck,21.3,97,No,4.4
ORD2634,2025-03-20,Mumbai,Scooter,37.8,25,Yes,3.8
ORD2635,2025-03-23,Hyderabad,Van,44.5,36,Yes,4.4
ORD2636,2025-03-28,Bengaluru,Bike,40.0,27,Yes,4.6
ORD2637,2025-03-05,Hyderabad,Scooter,17.7,105,No,3.7
ORD2638,2025-03-25,Hyderabad,Scooter,47.8,94,No,4.0
ORD2639,2025-03-22,Chennai,Scooter,18.2,98,No,4.1
ORD2640,2025-03-08,Mumbai,Van,16.0,114,No,4.8
ORD2641,2025-03-11,Bengaluru,Truck,22.4,35,Yes,3.4
ORD2642,2025-03-11,Pune,Scooter,38.6,53,No,4.0
ORD2643,2025-03-30,Mumbai,Truck,37.8,34,No,4.8
ORD2644,2025-03-18,Pune,Truck,56.0,100,Yes,3.6
ORD2645,2025-03-30,Mumbai,Van,13.7,85,No,4.1
ORD2646,2025-03-30,Mumbai,Van,47.6,101,Yes,4.4
ORD2647,2025-03-27,Chennai,Van,8.2,38,No,3.4
ORD2648,2025-03-25,Mumbai,Van,36.2,26,Yes,3.2
ORD2649,2025-03-19,Mumbai,Bike,57.8,48,No,3.7
ORD2650,2025-03-17,Pune,Truck,59.9,69,No,4.2
ORD2651,2025-03-01,Pune,Van,9.6,45,No,4.9
ORD2652,2025-03-05,Bengaluru,Van,4.9,54,No,4.5
ORD2653,2025-03-03,Chennai,Bike,29.4,105,Yes,3.5
ORD2654,2025-03-28,Hyderabad,Scooter,23.8,49,No,3.1
ORD2655,2025-03-14,Delhi,Truck,36.2,67,No,4.8
ORD2656,2025-03-02,Pune,Truck,59.8,82,No,4.0
ORD2657,2025-03-28,Mumbai,Bike,12.2,84,Yes,4.3
ORD2658,2025-03-03,Mumbai,Truck,11.4,47,No,3.5
ORD2659,2025-03-03,Bengaluru,Bike,36.7,72,Yes,3.4
ORD2660,2025-03-20,Hyderabad,Scooter,40.3,85,Yes,4.7
ORD2661,2025-03-21,Delhi,Scooter,22.5,31,No,3.2
ORD2662,2025-03-27,Bengaluru,Truck,38.5,64,Yes,3.2
ORD2663,2025-03-13,Delhi,Bike,51.9,12,Yes,4.0
ORD2664,2025-03-08,Bengaluru,Scooter,42.6,115,No,3.8
ORD2665,2025-03-22,Bengaluru,Truck,2.6,48,Yes,3.0
ORD2666,2025-03-14,Pune,Truck,23.8,13,No,3.9
ORD2667,2025-03-18,Chennai,Van,2.2,95,Yes,3.3
ORD2668,2025-03-27,Bengaluru,Truck,9.7,45,No,3.6
ORD2669,2025-03-20,Pune,Truck,36.0,109,Yes,5.0
ORD2670,2025-03-13,Hyderabad,Scooter,33.7,78,Yes,4.5
ORD2671,2025-03-18,Chennai,Scooter,7.1,64,No,3.8
ORD2672,2025-03-01,Delhi,Van,4.1,61,No,4.7
ORD2673,2025-03-02,Pune,Truck,30.4,23,Yes,3.4
ORD2674,2025-03-05,Chennai,Scooter,13.1,78,No,4.9
ORD2675,2025-03-11,Pune,Bike,53.6,65,No,3.0
ORD2676,2025-03-11,Delhi,Van,8.9,82,No,4.7
ORD2677,2025-03-01,Delhi,Bike,9.9,92,Yes,4.6
ORD2678,2025-03-29,Delhi,Truck,6.2,105,No,3.6
ORD2679,2025-03-27,Bengaluru,Van,23.8,88,No,3.7
ORD2680,2025-03-03,Pune,Scooter,57.1,106,No,4.1
ORD2681,2025-03-29,Hyderabad,Truck,30.6,47,Yes,4.3
ORD2682,2025-03-02,Chennai,Truck,19.5,79,No,3.8
ORD2683,2025-03-14,Delhi,Truck,20.0,115,No,4.3
